BOROUGH;NEIGHBORHOOD;BUILDING CLASS CATEGORY;TAX CLASS AT PRESENT;BLOCK;LOT;EASEMENT;BUILDING CLASS AT PRESENT;ADDRESS;APARTMENT NUMBER;ZIP CODE;RESIDENTIAL UNITS;COMMERCIAL UNITS;TOTAL UNITS;LAND SQUARE FEET;GROSS SQUARE FEET;YEAR BUILT;TAX CLASS AT TIME OF SALE;BUILDING CLASS AT TIME OF SALE;PRICE;SALE DATE
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1608;;RR;133-36 37TH AVENUE, 3E;3E;11354;1;0;1;85 137;727;2016;2;RR;856 607;20.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1609;;RR;133-36 37TH AVENUE, 3F;3F;11354;1;0;1;85 137;727;2016;2;RR;856 607;27.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1610;;RR;133-36 37TH AVENUE, 3G;3G;11354;1;0;1;85 137;727;2016;2;RR;852 850;29.11.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1611;;RR;133-36 37TH AVENUE, 3H;3H;11354;1;0;1;85 137;753;2016;2;RR;883 352;20.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1617;;RR;133-36 37TH AVENUE, 5A;5A;11354;1;0;1;85 137;1 101;2016;2;RR;1 263 144;14.08.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1618;;RR;133-36 37TH AVENUE, 5B;5B;11354;1;0;1;85 137;1 237;2016;2;RR;1 448 578;04.10.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1619;;RR;133-36 37TH AVENUE, 5C;5C;11354;1;0;1;85 137;724;2016;2;RR;859 059;02.11.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1621;;RR;133-36 37TH AVENUE, 5E;5E;11354;1;0;1;85 137;727;2016;2;RR;1;11.07.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1622;;RR;133-36 37TH AVENUE, 5F;5F;11354;1;0;1;85 137;727;2016;2;RR;866 375;04.10.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1623;;RR;133-36 37TH AVENUE, 5G;5G;11354;1;0;1;85 137;727;2016;2;RR;862 619;28.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1624;;RR;133-36 37TH AVENUE, 5H;5H;11354;1;0;1;85 137;753;2016;2;RR;893 468;12.10.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1628;;RR;133-36 37TH AVENUE, 5M;5M;11354;1;0;1;85 137;493;2016;2;RR;710 827;04.10.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1630;;RR;133-36 37TH AVENUE, 6A;6A;11354;1;0;1;85 137;1 101;2016;2;RR;1 274 522;06.06.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1631;;RR;133-36 37TH AVENUE, 6B;6B;11354;1;0;1;85 137;1 237;2016;2;RR;1 461 363;24.10.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1634;;RR;133-36 37TH AVENUE, 6E;6E;11354;1;0;1;85 137;727;2016;2;RR;884 188;04.11.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1635;;RR;133-36 37TH AVENUE, 6F;6F;11354;1;0;1;85 137;727;2016;2;RR;873 890;20.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1640;;RR;133-36 37TH AVENUE, 6L;6L;11354;1;0;1;85 137;499;2016;2;RR;722 057;03.01.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1647;;RR;133-36 37TH AVENUE, 7E;7E;11354;1;0;1;85 137;731;2016;2;RR;886 253;21.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1648;;RR;133-36 37TH AVENUE, 7F;7F;11354;1;0;1;85 137;1 037;2016;2;RR;1 227 232;24.01.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1649;;RR;133-36 37TH AVENUE, 7G;7G;11354;1;0;1;85 137;1 160;2016;2;RR;1 395 040;21.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1650;;RR;133-36 37TH AVENUE, 7H;7H;11354;1;0;1;85 137;845;2016;2;RR;998 263;10.08.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1652;;RR;133-36 37TH AVENUE, 7K;7K;11354;1;0;1;85 137;736;2016;2;RR;880 905;27.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1654;;RR;133-36 37TH AVENUE, 8A;8A;11354;1;0;1;85 137;1 101;2016;2;RR;1 297 283;29.03.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1659;;RR;133-36 37TH AVENUE, 8F;8F;11354;1;0;1;85 137;1 037;2016;2;RR;1 237 950;24.10.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1660;;RR;133-36 37TH AVENUE, 8G;8G;11354;1;0;1;85 137;1 160;2016;2;RR;1 390 778;02.11.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1661;;RR;133-36 37TH AVENUE, 8H;8H;11354;1;0;1;85 137;845;2016;2;RR;1 006 997;22.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1665;;RR;133-36 37TH AVENUE, 9A;9A;11354;1;0;1;85 137;1 101;2016;2;RR;1 308 662;22.11.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1666;;RR;133-36 37TH AVENUE, 9B;9B;11354;1;0;1;85 137;1 237;2016;2;RR;1 499 719;31.01.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1667;;RR;133-36 37TH AVENUE, 9C;9C;11354;1;0;1;85 137;724;2016;2;RR;888 992;22.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1669;;RR;133-36 37TH AVENUE, 9E;9E;11354;1;0;1;85 137;731;2016;2;RR;901 364;19.10.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1670;;RR;133-36 37TH AVENUE, 9F;9F;11354;1;0;1;85 137;1 037;2016;2;RR;1 248 668;01.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1671;;RR;133-36 37TH AVENUE, 9G;9G;11354;1;0;1;85 137;1 160;2016;2;RR;1 402 769;17.11.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1672;;RR;133-36 37TH AVENUE, 9H;9H;11354;1;0;1;85 137;845;2016;2;RR;1 015 732;22.06.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1674;;RR;133-36 37TH AVENUE, 9K;9K;11354;1;0;1;85 137;736;2016;2;RR;896 119;08.03.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1676;;RR;133-36 37TH AVENUE, 10A;10A;11354;1;0;1;85 137;1 101;2016;2;RR;1 320 040;04.05.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1677;;RR;133-36 37TH AVENUE, 10B;10B;11354;1;0;1;85 137;1 237;2016;2;RR;1 512 504;08.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1678;;RR;133-36 37TH AVENUE, 10C;10C;11354;1;0;1;85 137;724;2016;2;RR;896 474;25.05.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1680;;RR;133-36 37TH AVENUE, 10E;10E;11354;1;0;1;85 137;731;2016;2;RR;908 920;28.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1682;;RR;133-36 37TH AVENUE, 10G;10G;11354;1;0;1;85 137;1 160;2016;2;RR;1 414 757;18.10.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1685;;RR;133-36 37TH AVENUE, 10K;10K;11354;1;0;1;85 137;736;2016;2;RR;903 726;07.08.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1687;;RR;133-36 37TH AVENUE, 11A;11A;11354;1;0;1;85 137;1 101;2016;2;RR;1 331 422;05.05.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1688;;RR;133-36 37TH AVENUE, 11B;11B;11354;1;0;1;85 137;1 237;2016;2;RR;1 348 156;24.01.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1689;;RR;133-36 37TH AVENUE, 11C;11C;11354;1;0;1;85 137;1 094;2016;2;RR;1 349 987;21.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1690;;RR;133-36 37TH AVENUE, 11D;11D;11354;1;0;1;85 137;1 069;2016;2;RR;1 311 506;15.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1692;;RR;133-36 37TH AVENUE, 11F;11F;11354;1;0;1;85 137;1 161;2016;2;RR;1 262 145;26.04.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1693;;RR;133-36 37TH AVENUE, 11G;11G;11354;1;0;1;85 137;845;2016;2;RR;1 033 199;10.02.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1695;;RR;133-36 37TH AVENUE, 11J;11J;11354;1;0;1;85 137;736;2016;2;RR;911 332;08.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1698;;RR;133-36 37TH AVENUE, 12B;12B;11354;1;0;1;85 137;1 237;2016;2;RR;1 538 076;11.01.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1699;;RR;133-36 37TH AVENUE, 12C;12C;11354;1;0;1;85 137;1 094;2016;2;RR;1 361 427;21.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1700;;RR;133-36 37TH AVENUE, 12D;12D;11354;1;0;1;85 137;1 069;2016;2;RR;1 338 142;21.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1703;;RR;133-36 37TH AVENUE, 12G;12G;11354;1;0;1;85 137;845;2016;2;RR;1 041 932;22.03.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1707;;RR;133-36 37TH AVENUE, PH A;PH A;11354;1;0;1;85 137;1 101;2016;2;RR;1 359 869;31.01.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1708;;RR;133-36 37TH AVENUE, PH B;PH B;11354;1;0;1;85 137;1 237;2016;2;RR;1 557 252;19.10.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1709;;RR;133-36 37TH AVENUE, PH C;PH C;11354;1;0;1;85 137;1 094;2016;2;RR;1 362 532;27.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1710;;RR;133-36 37TH AVENUE, PH D;PH D;11354;1;0;1;85 137;1 069;2016;2;RR;1 339 130;29.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1711;;RR;133-36 37TH AVENUE, PH E;PH E;11354;1;0;1;85 137;1 055;2016;2;RR;1 319 411;28.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1713;;RR;133-36 37TH AVENUE, PH G;PH G;11354;1;0;1;85 137;845;2016;2;RR;1 055 033;13.12.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1714;;RR;133-36 37TH AVENUE, PH H;PH H;11354;1;0;1;85 137;740;2016;2;RR;931 582;07.06.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1718;;RR;133-36 37TH AVENUE, PH1 B;PH1 B;11354;1;0;1;85 137;1 241;2016;2;RR;1 575 114;30.11.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1719;;RR;133-36 37TH AVENUE, PH1 C;PH1 C;11354;1;0;1;85 137;1 083;2016;2;RR;1 360 025;13.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1720;;RR;133-36 37TH AVENUE, PH1 D;PH1 D;11354;1;0;1;85 137;1 078;2016;2;RR;1 361 546;16.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1721;;RR;133-36 37TH AVENUE, PH1 E;PH1 E;11354;1;0;1;85 137;1 057;2016;2;RR;1 332 837;21.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1724;;RR;133-36 37TH AVENUE, PH1 H;PH1 H;11354;1;0;1;85 137;740;2016;2;RR;939 298;29.11.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1725;;RR;133-36 37TH AVENUE, PH1 J;PH1 J;11354;1;0;1;85 137;736;2016;2;RR;937 958;30.05.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1727;;RR;133-36 37TH AVENUE, PH2 A;PH2 A;11354;1;0;1;85 137;2 007;2016;2;RR;2 862 651;12.05.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1728;;RR;133-36 37TH AVENUE, PH2 B;PH2 B;11354;1;0;1;85 137;1 625;2016;2;RR;2 233 814;08.09.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1730;;RR;133-36 37TH AVENUE, PH2 D;PH2 D;11354;1;0;1;85 137;1 601;2016;2;RR;2 275 288;24.05.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1732;;RR;133-36 37TH AVENUE, PH2 F;PH2 F;11354;1;0;1;85 137;989;2016;2;RR;1 298 201;14.04.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1733;;RR;133-36 37TH AVENUE, PH3 A;PH3 A;11354;1;0;1;85 137;2 383;2016;2;RR;3 456 679;07.10.2022
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;4972;1734;;RR;133-36 37TH AVENUE, PH3 B;PH3 B;11354;1;0;1;85 137;1 950;2016;2;RR;2 851 892;11.01.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;5014;1110;;RR;144-74 NORTHERN BLVD, RES;RES;11354;103;0;103;23 417;64 311;2019;2;RR;0;19.01.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2;5441;1002;;RR;45-39 162ND STREET, R1;R1;11358;1;0;1;2 000;2 080;2019;2;RR;1 522 688;18.08.2023
4;FLUSHING-NORTH;11 SPECIAL CONDO BILLING LOTS;2C;5441;1102;;RR;45-35 162ND STREET, R1;R1;11358;2;0;2;2 000;1 876;2019;2;RR;1 550 000;28.10.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4952;1007;;R2;32-05 LINDEN PLACE, C1;C1;11354;1;;1;;;;2;R2;0;08.06.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4952;1008;;R2;32-05 LINDEN PLACE, C2;C2;11354;1;;1;;;;2;R2;67 957;08.06.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1325;;R2;133-27 39TH AVE, 5D;5D;11354;1;;1;;;2015;2;R2;683 000;24.02.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1329;;R2;133-27 39TH AVENUE, 5H;5H;11354;1;;1;;;2015;2;R2;0;18.04.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1337;;R2;133-27 39TH AVENUE, 5R;5R;11354;1;;1;;;2015;2;R2;0;21.10.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1351;;R2;133-27 39TH AVENUE, 6M;6M;11354;1;;1;;;2015;2;R2;0;12.07.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1361;;R2;133-27 39TH AVENUE, 7D;7D;11354;1;;1;;;2015;2;R2;0;30.10.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1390;;R2;133-27 39TH AVENUE, 8Q;8Q;11354;1;;1;;;2015;2;R2;0;31.10.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1390;;R2;133-27 39TH AVENUE, 8Q;8Q;11354;1;;1;;;2015;2;R2;1 430 000;10.05.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1403;;R2;133-27 39TH AVENUE, 9K;9K;11354;1;;1;;;2015;2;R2;878 000;12.01.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1408;;R2;133-27 39TH AVENUE, 9Q;9Q;11354;1;;1;;;2015;2;R2;2 035 482;11.10.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1417;;R2;133-27 39 AVENUE, 10G;10G;11354;1;;1;;;2015;2;R2;0;17.10.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1422;;R2;133-27 39TH AVENUE, 10M;10M;11354;1;;1;;;2015;2;R2;1 225 000;21.11.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1443;;R2;133-27 39TH AVENUE, 11R;11R;11354;1;;1;;;2015;2;R2;1 700 000;22.03.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1460;;R2;133-27 39TH AVENUE, 12R;12R;11354;1;;1;;;2015;2;R2;2 029 871;15.08.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1470;;R2;133-27 39TH AVENUE, PH J;PH J;11354;1;;1;;;2015;2;R2;910 000;01.05.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1476;;R2;133-27 39TH AVENUE, PH Q;PH Q;11354;1;;1;;;2015;2;R2;0;14.03.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1487;;R2;133-27 39TH AVENUE, PH2 A;PH2 A;11354;1;;1;;;2015;2;R2;3 020 253;31.05.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1489;;R2;133-27 39TH AVENUE, PH2 C;PH2 C;11354;1;;1;;;2015;2;R2;2 772 624;10.07.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1492;;R2;133-27 39TH AVENUE, PH2 F;PH2 F;11354;1;;1;;;2015;2;R2;2 682 478;14.06.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;4972;1494;;R2;133-27 39TH AVENUE, PH3 B;PH3 B;11354;1;;1;;;2015;2;R2;2 697 427;14.08.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5015;1008;;R2;144-34 37TH AVENUE, 204;204;11354;1;;1;;;1985;2;R2;565 000;30.06.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5015;1010;;R2;144-34 37TH AVENUE, 302;302;11354;1;;1;;;1985;2;R2;0;26.01.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5027;1017;;R2;147-26 ROOSEVELT AVENUE, L2;L2;11354;1;;1;;;1987;2;R2;635 000;22.08.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5027;1026;;R2;147-26 ROOSEVELT AVENUE, 3A;3A;11354;1;;1;;;;2;R2;570 000;12.04.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5027;1146;;R2;147-48 ROOSEVELT AVENUE, 2B;2B;11354;1;;1;;;1984;2;R2;465 000;05.04.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5027;1171;;R2;147-48 ROOSEVELT AVENUE, 3J;3J;11354;1;;1;;;1984;2;R2;400 000;15.09.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5044;1009;;R2;136-46 41ST AVENUE, 2A;2A;11355;1;;1;;;2008;2;R2;720 000;29.09.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5044;1013;;R2;136-46 41ST AVENUE, 2E;2E;11355;1;;1;;;2008;2;R2;750 000;28.09.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5044;1024;;R2;136-46 41ST AVENUE, 4D;4D;11355;1;;1;;;2008;2;R2;669 367;05.09.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5044;1031;;R2;136-46 41ST AVENUE, 5E;5E;11355;1;;1;;;2008;2;R2;800 000;29.09.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5048;1009;;R2;143-41 BARCLAY AVENUE, A-3;A-3;11355;1;;1;;;;2;R2;360 000;18.01.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5102;1001;;R2;132-48 MAPLE AVENUE, A1F;A1F;11355;1;;1;;;;2;R2;539 999;28.11.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5102;1007;;R2;132-50 MAPLE AVENUE, B2F;B2F;11355;1;;1;;;;2;R2;455 000;17.10.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5102;1014;;R2;132-48 MAPLE AVENUE, A4R;A4R;11355;1;;1;;;;2;R2;0;28.10.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5136;1009;;R2;4260 COLDEN STREET, 3B;3B;11355;1;;1;;;1989;2;R2;550 000;03.07.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5301;1017;;R2;170-20 CROCHERON AVENUE, 207;207;11358;1;;1;;;;2;R2;499 000;14.04.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5310;1013;;R2;189-30 37TH AVENUE, 13;13;11358;1;;1;;;1932;2;R2;535 000;18.04.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5315;1102;;R2;36-20 194TH STREET, 1R;1R;11358;1;;1;;;2008;2;R2;545 000;02.12.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5315;1103;;R2;36-20 194TH STREET, 2L;2L;11358;1;;1;;;2008;2;R2;530 000;21.09.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5315;1107;;R2;36-20 194TH STREET, 4L;4L;11358;1;;1;;;2008;2;R2;0;08.05.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5459;1117;;R2;46-18 161ST STREET, C3;C3;11358;1;;1;;;1890;2;R2;580 000;20.10.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5598;1018;;R2;5630B 175TH PLACE, 1018;1018;11365;1;;1;;;1955;2;R2;588 000;20.06.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5599;1006;;R2;5607B 175TH PLACE, 1006;1006;11365;1;;1;;;1954;2;R2;0;20.04.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5599;1046;;R2;56-36 UTOPIA PARKWAY, 1046;1046;11365;1;;1;;;1954;2;R2;0;26.09.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5669;1013;;R2;5627A UTOPIA PARKWAY, 1013;1013;11365;1;;1;;;1952;2;R2;0;17.02.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5669;1035;;R2;183-07 58TH AVENUE;;11365;1;;1;;;1952;2;R2;0;01.10.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5669;1041;;R2;56-52A 184TH STREET, 5652A;;11365;1;;1;;;1952;2;R2;715 000;26.06.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5670;1004;;R2;5631B 184TH STREET;;11365;1;;1;;;1952;2;R2;0;09.08.2023
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5670;1007;;R2;5639A 184TH STREET;;11365;1;;1;;;1952;2;R2;618 000;14.11.2022
4;FLUSHING-NORTH;12 CONDOS - WALKUP APARTMENTS;2;5670;1008;;R2;5639B 184TH STREET;;11365;1;;1;;;1952;2;R2;0;16.03.2023
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4409;1016;;R4;136-16 31ST ROAD, 7A;7A;11354;1;;1;;;2008;2;R4;530 000;13.01.2023
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4410;1208;;R4;137-08 31ST ROAD, 2E;2E;11354;1;;1;;;2007;2;R4;675 888;01.06.2023
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4414;1009;;R4;31-22 UNION STREET, 3-A;3-A;11354;1;;1;;;1964;2;R4;1;14.08.2023
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4414;1020;;R4;31-22 UNION STREET, 6-D;6-D;11354;1;;1;;;1964;2;R4;548 800;30.01.2023
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4414;1106;;R4;140-24 31ST DRIVE, 1D;1D;11354;1;;1;;;2005;2;R4;485 000;08.06.2023
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4414;1209;;R4;31-18 UNION STREET, 6A;6A;11354;1;;1;;;2007;2;R4;0;29.09.2022
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4414;1508;;R4;31-12 UNION STREET, 4B;4B;11354;1;;1;;;2008;2;R4;605 000;31.10.2022
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4949;1017;;R4;134-37 35TH AVENUE, 8D;8D;11354;1;;1;;;2017;2;R4;0;28.11.2022
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4949;1019;;R4;134-37 35TH AVENUE, 8F;8F;11354;1;;1;;;2017;2;R4;1 200 000;16.02.2023
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4949;1020;;R4;134-37 35TH AVENUE, 8G;8G;11354;1;;1;;;2017;2;R4;741 144;06.07.2023
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4949;1031;;R4;134-37 35TH AVENUE, 9E;9E;11354;1;;1;;;2017;2;R4;0;26.07.2023
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4949;1031;;R4;134-37 35TH AVENUE, 9E;9E;11354;1;;1;;;2017;2;R4;790 000;27.06.2023
4;FLUSHING-NORTH;13 CONDOS - ELEVATOR APARTMENTS;2;4949;1045;;R4;134-37 35TH AVENUE, 10F;10F;11354;1;;1;;;2017;2;R4;1 120 075;08.11.2022
