BOROUGH;NEIGHBORHOOD;BUILDING CLASS CATEGORY;TAX CLASS AT PRESENT;BLOCK;LOT;EASEMENT;BUILDING CLASS AT PRESENT;ADDRESS;APARTMENT NUMBER;ZIP CODE;RESIDENTIAL UNITS;COMMERCIAL UNITS;TOTAL UNITS;LAND SQUARE FEET;GROSS SQUARE FEET;YEAR BUILT;TAX CLASS AT TIME OF SALE;BUILDING CLASS AT TIME OF SALE;PRICE;SALE DATE
4;AIRPORT LA GUARDIA;01 ONE FAMILY DWELLINGS;1;949;25;;A5;19-30 81ST STREET;;11370;1;0;1;1 800;1 224;1945;1;A5;780 000;28.07.2023
4;AIRPORT LA GUARDIA;01 ONE FAMILY DWELLINGS;1;949;27;;A5;19-34 81ST STREET;;11370;1;0;1;1 800;1 224;1945;1;A5;820 000;15.06.2023
4;AIRPORT LA GUARDIA;01 ONE FAMILY DWELLINGS;1;949;38;;A5;19-56 81ST STREET;;11370;1;0;1;1 800;1 224;1945;1;A5;0;23.05.2023
4;AIRPORT LA GUARDIA;01 ONE FAMILY DWELLINGS;1;949;43;;A5;19-66 81ST STREET;;11370;1;0;1;1 800;1 224;1945;1;A5;820 000;26.05.2023
4;AIRPORT LA GUARDIA;01 ONE FAMILY DWELLINGS;1;976;41;;A5;2161 80 STREET;;11370;1;0;1;1 800;1 224;1950;1;A5;0;15.03.2023
4;AIRPORT LA GUARDIA;01 ONE FAMILY DWELLINGS;1;976;55;;A5;21-33 80TH STREET;;11370;1;0;1;1 800;1 224;1950;1;A5;830 000;23.09.2022
4;AIRPORT LA GUARDIA;12 CONDOS - WALKUP APARTMENTS;2;949;1017;;R2;19-17 80TH STREET, 1;1;11370;1;;1;;;;2;R2;335 000;09.11.2022
4;AIRPORT LA GUARDIA;12 CONDOS - WALKUP APARTMENTS;2;949;1032;;R2;80-16 19TH AVENUE, B-2;2;11370;1;;1;;;;2;R2;400 000;27.03.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15830;5;;A6;40-10 ROCKAWAY BEACH BLVD;;11691;1;0;1;1 594;482;1920;1;A6;0;30.01.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15833;47;;A5;341 BEACH 42ND STREET;;11691;1;0;1;2 850;1 332;2006;1;A5;549 999;23.09.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15834;49;;A6;339 BEACH 43 STREET;;11691;1;0;1;5 137;1 044;1920;1;A6;725 000;28.07.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15834;57;;A5;329 BEACH 43RD ST;;11691;1;0;1;2 228;1 476;2006;1;A5;600 000;07.11.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15839;64;;A2;311 BEACH 47TH STREET;;11691;1;0;1;2 853;2 080;1920;1;A2;490 000;24.05.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15850;30;;A6;206 BEACH 42 STREET;;11691;1;0;1;2 000;560;1920;1;A6;375 000;23.09.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15905;17;;A5;6416 BEACH FRONT RD;;11692;1;0;1;3 995;3 084;2014;1;A5;1 200 000;10.05.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15905;47;;A5;123 BEACH 62ND STREET;;11692;1;0;1;4 414;2 626;2014;1;A5;1 138 000;14.10.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15905;185;;A5;63-07 OCEAN AVENUE NORTH;;11692;1;0;1;3 045;2 515;2014;1;A5;0;30.03.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15931;57;;A5;125 BEACH 59TH ST;;11692;1;0;1;2 576;1 242;1975;1;A5;290 000;07.07.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15952;55;;A9;411 BEACH 35 STREET;;11691;1;0;1;4 600;2 200;1910;1;A9;630 000;23.02.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15954;10;;A1;418 BEACH 38 STREET;;11691;1;0;1;3 000;1 650;2003;1;A1;135 000;18.07.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15960;8;;A1;410 BEACH 43 STREET;;11691;1;0;1;2 252;866;2018;1;A1;146 138;09.11.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15962;88;;A1;515 BEACH 43 STREET;;11691;1;0;1;1 351;1 496;1920;1;A1;579 000;30.09.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15965;92;;A2;459 BEACH 43 STREET;;11691;1;0;1;2 512;960;1910;1;A2;100;15.03.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15965;92;;A2;459 BEACH 43 STREET;;11691;1;0;1;2 512;960;1910;1;A2;243 360;10.05.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15966;13;;A2;460 BEACH 45 STREET;;11691;1;0;1;1 825;1 740;1930;1;A2;0;24.02.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15966;13;;A2;460 BEACH 45TH;;11691;1;0;1;1 825;1 740;1930;1;A2;468 300;14.07.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;15969;17;;A5;434 BEACH 47TH STREET;;11691;1;0;1;2 095;960;1940;1;A5;515 000;27.01.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16026;54;;A2;65-12 ALMEDA AVENUE;;11692;1;0;1;2 125;1 428;1960;1;A2;431 779;21.02.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16028;170;;A2;67-04 ALMEDA AVENUE;;11692;1;0;1;1 989;1 125;1930;1;A2;550 000;16.09.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16029;7;;A9;612 BEACH 69 STREET;;11692;1;0;1;2 725;1 344;1960;1;A9;0;23.02.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16032;23;;A1;548 BEACH 66 STREET;;11692;1;0;1;4 000;2 550;1950;1;A1;657 200;02.12.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16037;36;;A9;462 BEACH 64TH STREET;;11692;1;0;1;2 550;2 016;1940;1;A9;690 000;26.06.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16038;56;;A9;433 BEACH 64 STREET;;11692;1;0;1;2 250;1 530;1960;1;A9;0;06.06.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16039;10;;A2;418 BEACH 66 STREET;;11692;1;0;1;3 000;1 832;1935;1;A2;0;20.11.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16047;45;;A1;69-30 ALMEDA AVENUE;;11692;1;0;1;2 000;2 176;1920;1;A1;525 000;22.02.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16048;27;;A1;567 BEACH 69TH STREET;;11692;1;0;1;4 000;1 828;1920;1;A1;749 000;28.02.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16048;52;;A1;69-44 BURCHELL AVENUE;;11692;1;0;1;3 000;1 504;2018;1;A1;0;20.09.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16049;12;;A2;6929 BURCHELL AVE;;11692;1;0;1;6 000;1 736;1955;1;A2;15 000;17.12.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16049;12;;A2;6929 BURCHELL AVE;;11692;1;0;1;6 000;1 736;1955;1;A2;30 000;09.09.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16049;12;;A2;6929 BURCHELL AVE;;11692;1;0;1;6 000;1 736;1955;1;A2;300 000;19.03.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16049;64;;A1;544 BEACH 72ND STREET;;11692;1;0;1;4 000;2 367;1920;1;A1;0;16.06.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16062;10;;A1;74-23 HILLMEYER AVENUE;;11692;1;0;1;2 000;1 194;1940;1;A1;300 000;25.05.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16078;12;;A1;341 BEACH 73 STREET;;11692;1;0;1;3 000;1 548;1920;1;A1;650 000;27.02.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16078;53;;A2;328 BEACH 74TH STREET;;11692;1;0;1;2 700;880;1920;1;A2;469 000;12.09.2022
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16081;23;;A1;333 BEACH 69TH STREET;;11692;1;0;1;3 000;2 102;1920;1;A1;0;21.03.2023
4;ARVERNE;01 ONE FAMILY DWELLINGS;1;16081;100;;A1;332 BEACH 70TH STREET;;11692;1;0;1;2 760;1 554;1920;1;A1;0;19.11.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15828;9;;B2;318 BEACH 39TH STREET;;11691;2;0;2;3 365;2 068;2002;1;B2;550 000;02.11.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15834;47;;B3;347 BEACH 43 STREET;;11691;2;0;2;5 137;1 760;1920;1;B3;705 000;20.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15834;68;;B2;43-06 ROCKAWAY BEACH BLVD;;11691;2;0;2;3 376;2 460;2006;1;B2;1 000;24.02.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15834;68;;B2;4306 ROCKAWAY BEACH BLVD;;11691;2;0;2;3 376;2 460;2006;1;B2;590 000;26.04.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15835;61;;B2;339 BEACH 44TH STREET;;11691;2;0;2;3 431;2 715;2022;1;B2;999 000;25.07.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15836;18;;B2;44-06 ROCKAWAY BEACH BLVD;;11691;2;0;2;3 348;2 460;2006;1;B2;521 344;31.03.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15838;6;;B2;320 BEACH 47 STREET;;11691;2;0;2;2 805;2 234;2004;1;B2;815 000;01.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15838;70;;B9;302 BEACH 47 STREET;;11691;2;0;2;4 481;2 160;1960;1;B9;0;10.08.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15838;70;;B9;302 BEACH 47 STREET;;11691;2;0;2;4 481;2 160;1960;1;B9;390 000;27.02.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15839;6;;B2;322 BEACH 48TH STREET;;11691;2;0;2;951;2 310;2005;1;B2;585 494;22.03.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15902;15;;B1;188 BEACH 60 STREET;;11692;2;0;2;4 241;2 052;2000;1;B1;0;28.02.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15903;3;;B1;172 BEACH 61 STREET;;11692;2;0;2;3 135;2 052;2000;1;B1;786 000;18.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15903;37;;B2;165 BEACH 60 STREET;;11692;2;0;2;3 536;2 400;1960;1;B2;685 000;16.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15904;25;;B9;187 BEACH 61ST STREET;;11692;2;0;2;2 364;1 729;1955;1;B9;0;06.02.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15905;6;;B2;63-10 BEACH FRONT ROAD;;11692;2;0;2;3 542;3 084;2014;1;B2;0;23.04.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15905;15;;B2;64-10 BEACH FRONT ROAD;;11692;2;0;2;3 542;3 084;2014;1;B2;1 240 000;28.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15905;35;;B2;6206 OCEAN AVENUE SOUTH;;11692;2;0;2;6 200;3 357;2014;1;B2;0;28.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15905;138;;B2;6508 OCEAN AVENUE NORTH;;11692;2;0;2;2 987;2 258;2012;1;B2;0;06.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15905;174;;B2;64-15 OCEAN AVENUE NORTH;;11692;2;0;2;2 120;3 018;2014;1;B2;0;06.02.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15905;237;;B2;66-13 SURF AVENUE;;11692;2;0;2;2 143;2 908;2011;1;B2;1 050 000;02.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15905;255;;B2;66-04 SEASPRAY AVENUE;;11692;2;0;2;2 143;2 908;2011;1;B2;1 100 000;04.08.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15913;74;;B2;333 BEACH 66 STREET;;11692;2;0;2;4 000;1 904;1920;1;B2;0;18.04.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15915;43;;B3;350 BEACH 68TH STREET;;11692;2;0;2;4 000;1 999;1910;1;B3;490 000;01.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15916;43;;B2;352 BEACH 69 STREET;;11692;2;0;2;6 000;2 926;1910;1;B2;0;12.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15916;43;;B2;352 BEACH 69 STREET;;11692;2;0;2;6 000;2 926;1910;1;B2;0;14.08.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15916;62;;B3;3-31 BEACH 68 STREET;;11692;2;0;2;4 000;1 656;1910;1;B3;507 000;22.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15916;70;;B2;N/A BEACH 68 STREET;;11692;2;0;2;4 000;2 500;2022;1;B2;958 669;13.03.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15932;53;;B1;137 BEACH 60 STREET;;11692;2;0;2;3 267;1 994;1999;1;B1;476 580;19.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15952;4;;B2;408 BEACH 36 STREET;;11691;2;0;2;4 355;2 068;2003;1;B2;739 500;23.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15965;23;;B3;442 BEACH 44TH STREET;;11691;2;0;2;3 470;2 164;1899;1;B3;670 000;13.01.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15965;40;;B2;474 BEACH 44 STREET;;11691;2;0;2;2 107;2 244;2002;1;B2;625 000;20.01.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15965;143;;B2;484 BEACH 44TH STREET;;11691;2;0;2;2 862;2 288;2004;1;B2;0;28.05.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15966;59;;B2;479 BEACH 44 STREET;;11691;2;0;2;3 411;2 400;2007;1;B2;795 000;03.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15968;65;;B2;493 BEACH 45TH STREET;;11691;2;0;2;3 119;2 500;2022;1;B2;920 000;25.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15968;67;;B2;491 BEACH 45 STREET;;11691;2;0;2;3 114;2 500;2022;1;B2;910 000;25.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;15972;20;;B9;450 BEACH 48TH STREET;;11691;2;0;2;9 677;1 869;1960;1;B9;0;13.05.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16005;103;;B2;62-28 HILLMEYER ROAD;;11692;2;0;2;3 179;2 281;2022;1;B2;699 000;09.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16005;104;;B1;62-26 HILLMEYER ROAD;;11692;2;0;2;3 179;2 281;2022;1;B1;753 505;02.11.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16005;105;;B1;62-22 HILLMEYER ROAD;;11692;2;0;2;3 179;2 281;2022;1;B1;783 500;17.01.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16005;106;;B2;62-20 HILLMEYER ROAD;;11692;2;0;2;3 179;2 281;2022;1;B2;814 600;27.01.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16005;107;;B2;62-16 HILLMEYER ROAD;;11692;2;0;2;3 179;2 281;2022;1;B2;773 870;17.07.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16007;43;;B2;62-35 ALMEDA AVENUE;;11692;2;0;2;3 317;2 254;2010;1;B2;0;08.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16008;28;;B2;6211 BURCHELL ROAD;;11692;2;0;2;4 000;2 000;2004;1;B2;625 000;24.07.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16023;10;;B2;618 BEACH 64 STREET;;11692;2;0;2;3 400;2 068;1996;1;B2;699 999;19.05.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16023;20;;B2;632 BEACH 64TH STREET;;11692;2;0;2;3 400;2 068;1996;1;B2;0;06.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16023;20;;B2;632 BEACH 64TH STREET;;11692;2;0;2;3 400;2 068;1996;1;B2;20 000;28.11.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16027;5;;B2;614 BEACH 67TH STREET;;11692;2;0;2;2 500;2 040;2021;1;B2;901 151;15.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16027;11;;B3;622 BEACH 67 STREET;;11692;2;0;2;2 700;1 422;1940;1;B3;0;05.06.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16027;40;;B2;611 BEACH 66 STREET;;11692;2;0;2;4 000;2 150;2001;1;B2;965 404;14.02.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16028;17;;B2;N/A BEACH 68TH STREET;;11692;2;0;2;3 000;2 237;2022;1;B2;992 794;10.08.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16028;18;;B2;N/A BEACH 68TH STREET;;11692;2;0;2;3 000;2 231;2022;1;B2;935 000;08.06.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16029;22;;B9;642 BEACH 69 STREET;;11692;2;0;2;2 725;1 848;1960;1;B9;20;20.06.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16030;69;;B2;521 BEACH 63 STREET;;11692;2;0;2;3 164;1 978;2000;1;B2;620 000;03.05.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16031;53;;B9;533 BEACH 64 STREET;;11692;2;0;2;2 950;2 250;1960;1;B9;0;14.07.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16033;25;;B2;550 BEACH 67TH STREET;;11692;2;0;2;2 000;1 344;1920;1;B2;0;04.04.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16033;27;;B1;556 BEACH 67 STREET;;11692;2;0;2;3 000;1 890;2003;1;B1;242 000;08.05.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16033;34;;B2;66-11 ALMEDA AVENUE;;11692;2;0;2;4 000;1 508;1930;1;B2;428 046;03.04.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16033;48;;B2;547 BEACH 66 STREET;;11692;2;0;2;3 000;1 738;2003;1;B2;0;03.05.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16034;59;;B1;525 BEACH 67 STREET;;11692;2;0;2;4 000;2 400;2002;1;B1;500 000;08.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16034;61;;B1;523 BEACH 67 ST;;11692;2;0;2;4 000;2 400;2002;1;B1;0;24.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16037;29;;B9;448 BEACH 64TH STREET;;11692;2;0;2;2 550;2 016;1940;1;B9;0;19.07.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16037;29;;B9;448 BEACH 64TH STREET;;11692;2;0;2;2 550;2 016;1940;1;B9;450 000;29.03.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16037;37;;B9;466 BEACH 64TH ST;;11692;2;0;2;2 550;2 016;1940;1;B9;0;12.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16037;46;;B9;453 BEACH 63RD;;11692;2;0;2;2 550;1 932;1940;1;B9;485 000;04.11.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16038;66;;B3;413 BEACH 64TH STREET;;11692;2;0;2;4 000;2 240;1930;1;B3;0;20.06.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16040;28;;B3;458 BEACH 67 STREET;;11692;2;0;2;4 000;1 923;1920;1;B3;624 000;20.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16042;22;;B3;446 BEACH 69TH STREET;;11692;2;0;2;4 000;2 993;1910;1;B3;1 250 500;05.07.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16042;40;;B2;4-63 BEACH 68 STREET;;11692;2;0;2;4 000;2 200;2003;1;B2;0;17.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16042;46;;B1;4-53 BEACH 68 STREET;;11692;2;0;2;4 000;3 381;1920;1;B1;0;24.03.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16042;46;;B1;453 BEACH 68TH STREET;;11692;2;0;2;4 000;3 381;1920;1;B1;0;01.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16042;52;;B2;441 BEACH 68TH STREET;;11692;2;0;2;4 000;4 217;1930;1;B2;445 000;13.07.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16042;65;;B2;4-13 BEACH 68 STREET;;11692;2;0;2;3 250;1 785;2006;1;B2;750 000;07.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16042;71;;B2;68-16 BEACH CHANNEL DRIVE;;11692;2;0;2;2 748;1 785;2006;1;B2;700 000;06.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16045;10;;B9;69-47 BAYFIELD AVENUE;;11692;2;0;2;3 000;1 512;1950;1;B9;560 000;15.03.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16046;26;;B9;6923 DE COSTA AVE;;11692;2;0;2;2 717;1 916;1940;1;B9;560 000;10.04.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16046;64;;B9;69-44 HILLMEYER AVENUE;;11692;2;0;2;3 750;2 057;1940;1;B9;100;12.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16047;5;;B9;69-55 HILLMEYER AVENUE;;11692;2;0;2;2 625;1 869;1940;1;B9;0;13.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16047;15;;B9;69-33 HILLMEYER AVENUE;;11692;2;0;2;2 625;1 617;1960;1;B9;0;15.06.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16047;15;;B9;69-33 HILLMEYER AVENUE;;11692;2;0;2;2 625;1 617;1960;1;B9;750 000;24.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16047;35;;B9;601 BEACH 69 STREET;;11692;2;0;2;3 750;1 365;1940;1;B9;690 000;25.08.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16048;5;;B2;69-55 ALMEDA AVENUE;;11692;2;0;2;3 033;1 848;2003;1;B2;765 000;19.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16048;24;;B2;N/A ALMEDA AVENUE;;11692;2;0;2;4 400;1 487;2021;1;B2;1 100 000;01.02.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16049;28;;B3;533 BEACH 69 STREET;;11692;2;0;2;4 000;1 774;1920;1;B3;1 300 000;16.03.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16050;13;;B3;69-35 ELIZABETH AVENUE;;11692;2;0;2;2 500;1 425;1925;1;B3;100;14.04.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16051;60;;B9;460 BEACH 72ND STREET;;11692;2;0;2;3 000;2 068;1950;1;B9;0;20.04.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16051;62;;B9;462 BEACH 72ND STREET;;11692;2;0;2;3 000;2 068;1950;1;B9;0;20.03.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16052;5;;B2;6949 HESSLER AVENUE;;11692;2;0;2;5 000;2 336;1930;1;B2;0;28.10.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16052;35;;B2;427 BEACH 69TH STREET;;11692;2;0;2;4 000;1 976;1920;1;B2;0;21.04.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16052;50;;B3;69-28 GOUVERNEUR AVENUE;;11692;2;0;2;3 000;1 610;1930;1;B3;555 000;20.07.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16052;60;;B2;430 BEACH 72ND;;11692;2;0;2;3 000;2 000;2004;1;B2;680 000;21.11.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16058;15;;B2;72-12 ALMEDA AVENUE;;11692;2;0;2;3 000;2 001;1998;1;B2;720 000;15.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16058;37;;B2;72-54 ALMEDA AVENUE;;11692;2;0;2;3 000;2 001;1998;1;B2;643 877;15.03.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16062;17;;B2;617 BARBADOES DRIVE;;11692;2;0;2;3 000;2 240;2022;1;B2;975 000;13.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16062;18;;B2;615 BARBADOES DRIVE;;11692;2;0;2;2 800;2 280;2022;1;B2;950 000;21.11.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16062;19;;B2;613 BARBADOES DRIVE;;11692;2;0;2;2 800;2 094;2022;1;B2;936 790;30.01.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16062;20;;B2;611 BARBADOES DRIVE;;11692;2;0;2;3 000;2 094;2022;1;B2;936 790;31.01.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16062;21;;B2;607 BARBADOES DRIVE;;11692;2;0;2;2 800;2 094;2022;1;B2;960 000;06.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16062;23;;B2;605 BARBADOES DRIVE;;11692;2;0;2;2 800;2 094;2022;1;B2;936 790;06.01.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16062;25;;B2;603 BARBADOES DRIVE;;11692;2;0;2;3 000;2 108;2022;1;B2;946 973;02.12.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16078;21;;B2;321 BEACH 73RD STREET;;11692;2;0;2;4 000;4 201;1920;1;B2;0;21.04.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16083;13;;B2;341 BEACH 70TH STREET;;11692;2;0;2;2 850;1 576;1920;1;B2;0;17.11.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16091;44;;B2;201 BEACH BREEZE LANE;;11692;2;0;2;2 879;2 905;2004;1;B2;0;08.11.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16092;9;;B2;7006 BEACH FRONT ROAD;;11692;2;0;2;3 559;2 520;2007;1;B2;1 318 000;01.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16092;11;;B2;7006 SANDY DUNE WAY;;11692;2;0;2;3 832;2 560;2007;1;B2;655 500;28.07.2023
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16092;25;;B2;7011 CATAMARAN WAY;;11692;2;0;2;2 356;2 944;2007;1;B2;1 100 000;14.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16092;68;;B2;7008 CORAL REEF WAY;;11692;2;0;2;2 977;2 944;2007;1;B2;1 140 000;22.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16092;101;;B2;7219 CATAMARAN WAY;;11692;2;0;2;3 131;2 953;2007;1;B2;997 500;23.09.2022
4;ARVERNE;02 TWO FAMILY DWELLINGS;1;16092;127;;B2;7222 WATER WAY;;11692;2;0;2;3 842;3 144;2007;1;B2;0;12.10.2022
